sku_id,date,forecast
SKU00001,2025-12-16,12.228155566729718
SKU00001,2025-12-23,8.915238035286093
SKU00001,2025-12-30,19.54345437781548
SKU00001,2026-01-06,15.460217918198415
SKU00001,2026-01-13,20.201984240080485
SKU00001,2026-01-20,14.731815132105009
SKU00001,2026-01-27,18.84934312780125
SKU00001,2026-02-03,18.539700342701536
SKU00002,2025-12-16,151.0262246224706
SKU00002,2025-12-23,119.03579089652433
SKU00002,2025-12-30,155.5852619395984
SKU00002,2026-01-06,148.42714529963445
SKU00002,2026-01-13,100.68243760978517
SKU00002,2026-01-20,82.64091046450879
SKU00002,2026-01-27,148.68055597102833
SKU00002,2026-02-03,121.31245136315111
SKU00003,2025-12-16,4.309050145576715
SKU00003,2025-12-23,2.80165728132988
SKU00003,2025-12-30,7.086133247673832
SKU00003,2026-01-06,6.11588629335471
SKU00003,2026-01-13,6.154229916524638
SKU00003,2026-01-20,6.134078743251543
SKU00003,2026-01-27,6.1481232045761445
SKU00003,2026-02-03,6.274385026335432
SKU00004,2025-12-16,7.657729901110381
SKU00004,2025-12-23,5.390293954289989
SKU00004,2025-12-30,11.324047111357368
SKU00004,2026-01-06,9.99529274717804
SKU00004,2026-01-13,10.588116510195265
SKU00004,2026-01-20,10.670269668233907
SKU00004,2026-01-27,11.02786068301014
SKU00004,2026-02-03,10.411405537486372
SKU00005,2025-12-16,7.115849238943813
SKU00005,2025-12-23,4.777838516086185
SKU00005,2025-12-30,10.21509395314723
SKU00005,2026-01-06,7.706235190507373
SKU00005,2026-01-13,8.456532776434893
SKU00005,2026-01-20,8.906091174964564
SKU00005,2026-01-27,8.290095775017974
SKU00005,2026-02-03,9.516781199458553
SKU00006,2025-12-16,7.753499239921846
SKU00006,2025-12-23,5.187202913031271
SKU00006,2025-12-30,10.55638738777997
SKU00006,2026-01-06,10.18743804534581
SKU00006,2026-01-13,8.906103071261029
SKU00006,2026-01-20,9.210828808788273
SKU00006,2026-01-27,9.398666606402566
SKU00006,2026-02-03,9.382944186093864
SKU00007,2025-12-16,15.256006792667948
SKU00007,2025-12-23,11.779108103629138
SKU00007,2025-12-30,17.0846342164548
SKU00007,2026-01-06,17.134183444746203
SKU00007,2026-01-13,14.652374104294575
SKU00007,2026-01-20,14.822128640514707
SKU00007,2026-01-27,20.223083352392713
SKU00007,2026-02-03,14.668453976128347
SKU00008,2025-12-16,4.286578494487319
SKU00008,2025-12-23,2.66837119991003
SKU00008,2025-12-30,7.032833357037547
SKU00008,2026-01-06,6.11588629335471
SKU00008,2026-01-13,6.173583958164287
SKU00008,2026-01-20,6.31653260770667
SKU00008,2026-01-27,6.377784944668723
SKU00008,2026-02-03,6.423734890786179
SKU00009,2025-12-16,4.334476605394746
SKU00009,2025-12-23,2.8619002739089403
SKU00009,2025-12-30,6.9913047419977925
SKU00009,2026-01-06,6.125254346140195
SKU00009,2026-01-13,6.458973277028513
SKU00009,2026-01-20,6.134078743251543
SKU00009,2026-01-27,6.134078743251543
SKU00009,2026-02-03,6.274385026335432
SKU00010,2025-12-16,5.137269350009933
SKU00010,2025-12-23,3.5966478028217885
SKU00010,2025-12-30,7.952174952520752
SKU00010,2026-01-06,8.149927935820296
SKU00010,2026-01-13,7.415834886034242
SKU00010,2026-01-20,7.00468838564175
SKU00010,2026-01-27,7.150840782630769
SKU00010,2026-02-03,7.3036387279690835
SKU00011,2025-12-16,4.614310172063059
SKU00011,2025-12-23,2.7781034920897154
SKU00011,2025-12-30,7.125919768433848
SKU00011,2026-01-06,6.135240334994359
SKU00011,2026-01-13,6.595042546194594
SKU00011,2026-01-20,6.28851361216692
SKU00011,2026-01-27,6.252213840506155
SKU00011,2026-02-03,6.293739067975081
SKU00012,2025-12-09,4.839022560864938
SKU00012,2025-12-16,4.697971289955947
SKU00012,2025-12-23,2.893186130825492
SKU00012,2025-12-30,7.227711381942149
SKU00012,2026-01-06,6.218047181844069
SKU00012,2026-01-13,6.195758531564393
SKU00012,2026-01-20,6.134078743251543
SKU00012,2026-01-27,6.1481232045761445
SKU00013,2025-12-16,9.760162716912726
SKU00013,2025-12-23,6.016567924242594
SKU00013,2025-12-30,13.158804806612066
SKU00013,2026-01-06,10.347656327248616
SKU00013,2026-01-13,10.785085351863701
SKU00013,2026-01-20,11.020721366797611
SKU00013,2026-01-27,11.120511798492696
SKU00013,2026-02-03,11.518792899222774
SKU00014,2025-12-09,4.320563652625266
SKU00014,2025-12-16,4.320563652625266
SKU00014,2025-12-23,2.743048532312974
SKU00014,2025-12-30,6.9913047419977925
SKU00014,2026-01-06,6.469359139389095
SKU00014,2026-01-13,6.154229916524638
SKU00014,2026-01-20,6.134078743251543
SKU00014,2026-01-27,6.1481232045761445
SKU00015,2025-12-16,9.26794229040362
SKU00015,2025-12-23,5.491030002204832
SKU00015,2025-12-30,12.95158187769871
SKU00015,2026-01-06,9.950963204818628
SKU00015,2026-01-13,10.738260369866197
SKU00015,2026-01-20,10.647653826244913
SKU00015,2026-01-27,11.183323687033349
SKU00015,2026-02-03,11.278163627846267
SKU00016,2025-12-16,19.3142417458363
SKU00016,2025-12-23,21.980683519361552
SKU00016,2025-12-30,26.707162893633562
SKU00016,2026-01-06,31.56591311867137
SKU00016,2026-01-13,23.075464808709533
SKU00016,2026-01-20,19.7160202088268
SKU00016,2026-01-27,30.061910798133365
SKU00016,2026-02-03,20.072910340449653
SKU00017,2025-12-16,4.255773916755828
SKU00017,2025-12-23,2.473311906641689
SKU00017,2025-12-30,6.9913047419977925
SKU00017,2026-01-06,6.11588629335471
SKU00017,2026-01-13,6.154229916524638
SKU00017,2026-01-20,6.185460554274072
SKU00017,2026-01-27,6.1481232045761445
SKU00017,2026-02-03,6.695843614365739
SKU00018,2025-12-16,4.287834634989231
SKU00018,2025-12-23,2.8391318293937937
SKU00018,2025-12-30,7.153648963079386
SKU00018,2026-01-06,6.364250837046164
SKU00018,2026-01-13,8.021856376451694
SKU00018,2026-01-20,6.366726098981996
SKU00018,2026-01-27,6.379300643042009
SKU00018,2026-02-03,6.306454090092217
SKU00019,2025-12-16,17.652432523321156
SKU00019,2025-12-23,12.345090972271056
SKU00019,2025-12-30,17.996843406237353
SKU00019,2026-01-06,19.33285600431429
SKU00019,2026-01-13,14.30213245463229
SKU00019,2026-01-20,15.665487524839852
SKU00019,2026-01-27,16.50923727945879
SKU00019,2026-02-03,21.101667772265127
SKU00020,2025-12-16,69.69906227811565
SKU00020,2025-12-23,47.470466671123845
SKU00020,2025-12-30,66.56408158321491
SKU00020,2026-01-06,76.21297465566248
SKU00020,2026-01-13,38.11710901275168
SKU00020,2026-01-20,36.01083531262197
SKU00020,2026-01-27,58.361313631675564
SKU00020,2026-02-03,52.98117637004879
SKU00021,2025-12-16,4.235291559438451
SKU00021,2025-12-23,2.735457783322938
SKU00021,2025-12-30,6.9913047419977925
SKU00021,2026-01-06,6.11588629335471
SKU00021,2026-01-13,6.16827437784924
SKU00021,2026-01-20,6.309662756528862
SKU00021,2026-01-27,6.717794296484855
SKU00021,2026-02-03,6.306733536131263
SKU00022,2025-12-16,5.131298182113413
SKU00022,2025-12-23,3.4463891181639994
SKU00022,2025-12-30,8.131774397108881
SKU00022,2026-01-06,6.9284990898145935
SKU00022,2026-01-13,7.292404493850323
SKU00022,2026-01-20,7.134747823502792
SKU00022,2026-01-27,7.161798313660435
SKU00022,2026-02-03,7.397998879759258
SKU00023,2025-12-16,6.6501899202103285
SKU00023,2025-12-23,4.817873454573098
SKU00023,2025-12-30,8.816200220978661
SKU00023,2026-01-06,7.616411969502392
SKU00023,2026-01-13,7.899264197805133
SKU00023,2026-01-20,8.221575146389496
SKU00023,2026-01-27,8.79199771700589
SKU00023,2026-02-03,8.214791073884651
SKU00024,2025-12-09,4.336440347768945
SKU00024,2025-12-16,4.320563652625266
SKU00024,2025-12-23,2.6597335336854853
SKU00024,2025-12-30,7.5796149167209395
SKU00024,2026-01-06,6.11588629335471
SKU00024,2026-01-13,6.154229916524638
SKU00024,2026-01-20,6.134078743251543
SKU00024,2026-01-27,6.1481232045761445
SKU00025,2025-12-16,4.888546951016296
SKU00025,2025-12-23,3.4389157112103317
SKU00025,2025-12-30,7.714752970794982
SKU00025,2026-01-06,6.527441274300397
SKU00025,2026-01-13,6.731544046786788
SKU00025,2026-01-20,6.969157093771062
SKU00025,2026-01-27,7.5466892524389
SKU00025,2026-02-03,7.121084327682176
SKU00026,2025-12-16,4.480521892842087
SKU00026,2025-12-23,2.7370503952073686
SKU00026,2025-12-30,7.412763330028099
SKU00026,2026-01-06,6.11588629335471
SKU00026,2026-01-13,6.16827437784924
SKU00026,2026-01-20,6.1481232045761445
SKU00026,2026-01-27,6.1481232045761445
SKU00026,2026-02-03,6.579128386839307
SKU00027,2025-12-16,12.005841158560214
SKU00027,2025-12-23,14.712548840291284
SKU00027,2025-12-30,26.10993603627981
SKU00027,2026-01-06,14.669532853478719
SKU00027,2026-01-13,24.669077961333354
SKU00027,2026-01-20,16.11995113821945
SKU00027,2026-01-27,23.03737778374945
SKU00027,2026-02-03,21.358714174554468
SKU00028,2025-12-16,4.159568485399502
SKU00028,2025-12-23,2.6482200266369347
SKU00028,2025-12-30,6.9913047419977925
SKU00028,2026-01-06,6.125254346140195
SKU00028,2026-01-13,6.154229916524638
SKU00028,2026-01-20,6.1481232045761445
SKU00028,2026-01-27,6.4875515892859275
SKU00028,2026-02-03,6.274385026335432
SKU00029,2025-12-16,11.247284318879261
SKU00029,2025-12-23,6.854646701569403
SKU00029,2025-12-30,13.061850470857545
SKU00029,2026-01-06,11.60702705284379
SKU00029,2026-01-13,11.184470162947033
SKU00029,2026-01-20,12.06143110706691
SKU00029,2026-01-27,13.439469856366179
SKU00029,2026-02-03,11.542946762596888
SKU00030,2025-12-16,11.609827439788397
SKU00030,2025-12-23,5.680992257922426
SKU00030,2025-12-30,14.71410778211767
SKU00030,2026-01-06,12.30591639688051
SKU00030,2026-01-13,15.207004461939734
SKU00030,2026-01-20,13.441157073013242
SKU00030,2026-01-27,14.61066525702148
SKU00030,2026-02-03,17.90265826289982
SKU00031,2025-12-16,7.304638949557506
SKU00031,2025-12-23,5.283282897070064
SKU00031,2025-12-30,8.91752737207504
SKU00031,2026-01-06,8.276118567217756
SKU00031,2026-01-13,8.647226688849983
SKU00031,2026-01-20,8.989338877266318
SKU00031,2026-01-27,8.420817810343925
SKU00031,2026-02-03,8.796568960603059
SKU00032,2025-12-16,4.298664232435658
SKU00032,2025-12-23,2.68484572382434
SKU00032,2025-12-30,7.344777588032177
SKU00032,2026-01-06,6.11588629335471
SKU00032,2026-01-13,6.575688504554945
SKU00032,2026-01-20,6.125254346140195
SKU00032,2026-01-27,6.16827437784924
SKU00032,2026-02-03,6.315913641375187
SKU00033,2025-12-16,4.5639176106568415
SKU00033,2025-12-23,3.256321283016416
SKU00033,2025-12-30,7.977927330048416
SKU00033,2026-01-06,6.547525853862356
SKU00033,2026-01-13,6.7790852038362255
SKU00033,2026-01-20,6.866355717763262
SKU00033,2026-01-27,7.077911723125023
SKU00033,2026-02-03,6.666469437428363
SKU00034,2025-12-09,4.442313832676209
SKU00034,2025-12-16,4.377569845036526
SKU00034,2025-12-23,2.7255714839173635
SKU00034,2025-12-30,7.041235143439075
SKU00034,2026-01-06,6.11588629335471
SKU00034,2026-01-13,6.16827437784924
SKU00034,2026-01-20,6.1481232045761445
SKU00034,2026-01-27,6.5889358342461
SKU00035,2025-12-16,5.941212415541443
SKU00035,2025-12-23,4.140037438607288
SKU00035,2025-12-30,9.396643339190753
SKU00035,2026-01-06,7.221524809081358
SKU00035,2026-01-13,7.862006944435304
SKU00035,2026-01-20,7.862014358246788
SKU00035,2026-01-27,7.929030875922264
SKU00035,2026-02-03,8.585661833089981
